档次感	-0.0103842	-0.0526748	-0.0648202	0.0187303	0.0753963	-0.0345431	0.0694498	-0.0476457	-0.126251	0.0877961	0.125783	-0.074979	0.0579816	-0.0553907	0.141083	0.0535299	-0.0680296	-0.314017	0.0568865	-0.0529514	0.107894	0.0176316	-0.0668922	0.0655162	-0.0602783	0.0896724	0.0679267	0.069649	-0.0585232	-0.0733652	0.108206	0.0610765	0.0588567	-0.0489229	0.062225	0.0662341	0.222367	0.0857593	0.0664858	0.0695155	-0.0210532	-0.0446846	-0.0489363	0.0887524	0.0635614	-0.121557	-0.104799	0.0861287	-0.0281138	0.0568954
平庸	0.167792	0.0349213	0.113848	-0.137539	-0.124331	-0.16573	-0.0928375	0.116971	-0.0441307	-0.017797	0.0181847	0.109914	-0.104584	0.0507554	-0.0329425	-0.128469	-0.00393774	0.120412	-0.0472389	0.159002	-0.0134646	-0.175655	0.108251	-0.118707	0.115234	-0.0839114	-0.0318786	-0.0498859	0.109113	0.0975578	-0.10317	-0.00795656	-0.0388038	0.0526034	-0.043136	-0.0955819	-0.420268	-0.0176325	-0.0474756	-0.108613	-0.233625	0.1252	0.13141	-0.0997272	-0.0505037	0.561605	-0.00300345	-0.0889462	0.0380245	-0.133907
塑料感	-0.0171309	-0.0572548	-0.071418	0.0158158	0.0795607	-0.0148169	0.0692061	-0.0509815	-0.138006	0.0694628	0.146558	-0.0807895	0.0492226	-0.051649	0.202873	0.057833	-0.400725	-0.31877	0.0501228	-0.0475223	0.0971873	0.0298495	-0.0712363	0.0731433	-0.0622214	0.0892725	0.0578025	0.0665655	-0.0575442	-0.0953675	0.0836385	0.0846127	0.0513818	-0.0489118	0.0535411	0.0586985	0.212181	0.0793096	0.0556465	0.0714842	-0.0157054	-0.0493179	-0.0760436	0.102716	0.0619192	-0.117031	-0.11193	0.102277	-0.0258615	-0.00778614
重	0.506072	0.0861786	0.0630319	0.161119	-0.0566229	0.155739	-0.0698126	0.0999508	-0.00501239	-0.0779108	0.0182306	0.0514987	-0.0794438	0.106504	0.00671494	-0.0744396	-0.351088	0.106325	-0.0915424	0.161848	-0.0354143	-0.162682	0.103167	-0.119438	0.0733461	-0.0318247	-0.0982422	-0.0841849	0.108086	0.051357	-0.0628107	-0.0590521	-0.093085	0.121182	-0.0984374	-0.0781899	-0.245341	-0.0834783	-0.0630936	-0.0892425	0.159281	0.113797	0.0972269	-0.074899	-0.0752919	0.036598	0.0653111	-0.0718362	0.141378	-0.0959347
行程	-0.0118423	-0.0673205	-0.0662225	0.0271116	0.059881	-0.0310209	0.0672913	-0.0397914	-0.15081	0.0928446	0.44245	-0.0774981	0.0520977	-0.0513181	0.158396	0.0564087	-0.0716456	0.0525867	0.0647582	-0.0598586	0.119563	0.043105	-0.0696233	0.0630454	-0.0536928	0.0807613	0.0665183	0.075595	-0.0603262	-0.0719505	0.0864806	0.0926808	0.0611743	-0.0448986	0.0592148	0.0696708	0.0654093	0.091119	0.0794655	0.0633502	-0.0621649	-0.0459995	-0.0603231	0.0931135	0.0802068	-0.120723	-0.116176	0.0945002	-0.0484922	0.0575823
勉强	0.151335	0.0194413	0.112731	-0.163383	-0.133952	-0.209667	-0.0885712	0.111098	0.211212	-0.0012165	0.0362323	0.112297	-0.0861596	0.0605885	-0.00894178	-0.123371	-0.0136495	-0.220434	-0.0375074	0.162201	0.0353194	-0.229538	0.102925	-0.112688	0.466733	-0.0694406	-0.0250876	-0.0362008	0.109609	0.0996807	-0.0714178	-0.00505084	-0.0168781	0.0547534	-0.0284296	-0.435435	-0.0918934	-0.00953059	-0.0415878	-0.11659	0.199145	0.120195	0.125701	-0.100185	-0.05209	0.0634075	-0.0276533	-0.0775903	0.0325219	-0.0366341
线性	-0.00699378	-0.0643177	-0.0809296	0.0450398	0.0825193	-0.000217176	0.0734697	-0.0468778	-0.140089	0.0889381	0.117482	-0.0798621	0.0650489	-0.0423799	0.164873	0.052194	-0.0731979	-0.306656	0.0534161	-0.0461198	0.114953	0.0466806	-0.0655753	0.0675543	-0.0620832	0.0810102	0.0590593	0.075305	-0.0671266	-0.0883319	0.45316	0.0958459	0.061378	-0.0493512	0.0640759	0.0666518	0.186778	0.0878843	0.0724607	0.069855	-0.0050725	-0.042827	-0.0650846	0.0945736	0.0679667	-0.138182	-0.0959243	0.0991892	-0.0455124	0.0678579
有力	0.115536	0.107117	0.0591252	0.181374	-0.0474859	0.160766	-0.067516	0.0962279	0.0188443	-0.0812096	-0.0531736	0.0442827	-0.0728332	0.114406	-0.135118	-0.0664145	0.0944122	-0.163812	-0.0984785	0.0701924	-0.0540575	0.246767	0.475473	-0.0561982	0.0731086	-0.0375765	-0.106328	-0.0863805	0.0653732	0.0358742	-0.449364	-0.0759181	-0.101697	0.121705	-0.108312	-0.0891937	0.133625	-0.0770851	-0.0928417	-0.0542077	0.123456	0.0891681	0.0584262	-0.032282	-0.0981901	-0.000835779	0.069132	-0.0290179	0.133389	-0.10261
节奏	-0.00314767	-0.0573762	-0.0611991	0.0185222	0.0779591	-0.0312562	0.0751144	-0.0474394	-0.13613	0.0917275	0.121	-0.0867876	0.0537583	-0.0484068	0.146402	0.052606	-0.0735394	-0.3365	0.0629387	-0.0579049	0.113016	0.029283	-0.0685339	0.0700927	-0.0649249	0.0983193	0.0764714	0.0655795	-0.0571049	-0.0856004	0.10257	0.092564	0.0443713	-0.0497762	0.0602854	0.0614233	0.235671	0.0847994	0.0651758	0.0731458	-0.0190205	-0.0547153	-0.0820005	0.10535	0.0791374	-0.121746	0.510765	0.111403	-0.0421618	0.0726839
细致	0.0740333	0.111014	0.0744735	0.170968	-0.0601903	0.166832	-0.070696	0.0911952	-0.0252145	-0.0789309	-0.0230061	0.0475413	-0.0813576	0.114358	0.0273542	-0.0658766	0.0955168	-0.202106	-0.102747	0.0647762	-0.0574554	0.501823	0.0516708	-0.0463642	0.0592327	-0.0301711	-0.100473	-0.0810335	0.0724774	0.0376678	-0.00102417	-0.0764081	-0.0974107	0.132689	-0.107359	-0.48176	0.135327	-0.0779583	-0.0959478	-0.0660125	0.120279	0.0737433	0.0554232	-0.0154816	-0.093631	0.344005	0.0596273	-0.0422043	0.127888	-0.110676
亮度	-0.0157011	-0.0717891	-0.0624982	0.0202104	0.0757422	-0.0214933	0.0684852	-0.0513909	-0.437687	0.0903078	0.126105	-0.0815832	0.0677994	-0.0592709	0.14047	0.057145	-0.0740757	-0.0388543	0.0642236	-0.0525436	0.119425	0.0284267	-0.0654542	0.0638313	-0.0606994	0.082326	0.0712797	0.0785872	-0.0642828	-0.0826392	0.0941786	0.0883435	0.0696976	-0.0548556	0.0661629	0.0636704	0.211015	0.0928862	0.0665109	0.0709598	-0.0714722	-0.0439938	-0.0647364	0.0897564	0.067759	-0.106467	-0.114534	0.0901069	-0.0546822	0.067624
适中	0.108923	0.113964	0.0692891	0.161249	-0.047329	0.131317	-0.0645926	0.0968103	0.472181	-0.0919783	-0.0341255	0.0545945	-0.0792455	0.146078	0.0362325	-0.0645303	0.0957842	0.0220437	-0.100927	0.0658304	-0.0613545	0.231823	0.0564581	-0.0543777	0.0699255	-0.045751	-0.110828	-0.089759	0.0656662	0.0338999	-0.0302961	-0.0897463	-0.103141	0.127753	-0.1059	-0.0940566	-0.565767	-0.108364	-0.099881	-0.0603458	0.119896	0.0992483	0.0533609	-0.0320772	-0.104492	0.0105295	0.070652	-0.0288411	0.147871	-0.106414
价格	-0.00258815	-0.0545878	-0.0618259	0.0217164	0.0695316	0.00294856	0.0751026	-0.0475137	-0.114206	0.0847806	0.115212	-0.0746092	0.0632024	-0.0497732	0.466251	0.0596442	0.264654	0.0343404	0.0558642	-0.0480168	0.104193	-0.372591	-0.0526208	0.0646825	-0.0593	0.0872605	0.0615056	0.0701037	-0.0589906	-0.0845064	0.0933131	0.0898469	0.06706	-0.0473455	0.0591692	0.0608542	-0.0911083	0.0891017	0.070283	0.0738363	0.0624526	-0.0491434	-0.0584459	0.08035	0.067534	-0.112113	-0.0972929	0.093599	-0.0469255	0.0509767
优美	0.0878396	0.0983763	0.0570345	0.461736	-0.0428502	0.149668	-0.338958	0.0867662	-0.0271427	-0.0823917	-0.0413716	0.0479145	-0.0782167	0.119255	-0.326616	-0.0766428	0.0937765	0.0207706	-0.096757	0.0632868	-0.0518314	0.18859	0.054865	-0.0468431	0.0639057	-0.0400187	-0.102282	-0.088813	0.0700344	0.0309638	-0.000791276	-0.0899138	-0.101459	0.127493	-0.121266	-0.0967665	-0.0216085	-0.0808065	-0.105138	-0.058338	0.498162	0.085021	0.0605827	-0.0286221	-0.0867151	-0.0198433	0.062354	-0.0313941	0.130602	-0.0961238
样式	-0.0376114	-0.0509567	-0.0626024	0.0618475	0.0662708	0.0112525	0.0721125	-0.0536945	-0.151495	0.0812469	0.099773	-0.0819416	0.0562244	-0.0582443	-0.209636	0.049709	-0.0598133	-0.0860983	0.0533271	-0.0538395	0.097632	-0.00938032	-0.0611794	0.344412	-0.0601342	0.0807591	0.0588861	0.0734755	-0.0676348	-0.0815806	0.0754506	0.0799587	0.0620665	-0.0421018	0.0591183	0.0643772	-0.229136	0.0889544	0.0730129	0.0747254	-0.0389874	-0.0475392	-0.048394	0.0903164	0.0641757	-0.102426	-0.0923464	0.0901379	-0.0400108	0.0548656
古老	-0.230289	0.120008	0.118965	-0.0932468	-0.14149	-0.148911	-0.0951071	0.119642	-0.0442271	-0.0984233	-0.0366717	-0.258315	-0.104003	0.120785	-0.383133	0.250754	0.111689	-0.0658556	-0.0650351	0.163813	-0.0285717	0.172333	0.113626	-0.0132447	0.126204	-0.0899539	-0.0985531	-0.0420562	0.111936	0.1076	-0.106867	-0.0771323	-0.132218	0.0909927	-0.115177	-0.0521542	-0.331417	-0.0386503	-0.0433706	-0.113915	0.115107	0.130337	0.134443	-0.111936	-0.0801056	0.140019	0.0678719	-0.0813438	0.287543	-0.0651659
尾部	-0.449394	-0.0540257	-0.0570279	0.0539672	0.0571696	-0.0379948	0.0689156	-0.0403903	-0.146035	0.0840068	0.104554	-0.0755469	0.0506186	-0.0589897	0.139645	0.0574926	-0.078178	0.0544555	0.0525485	-0.0543535	0.0993378	0.000143203	-0.235983	0.0702721	-0.0490422	0.0789893	0.0539075	0.0671037	-0.0605553	-0.0804926	0.089094	0.0808562	0.0586168	-0.0407166	0.0529538	0.0670189	-0.224912	0.0862275	0.0647792	0.065971	-0.0635399	-0.0466004	-0.0625165	0.0907294	0.0692353	-0.117897	-0.088854	0.0831311	-0.0391261	0.0656279
中肯	0.0824888	0.106439	0.136835	0.169597	-0.041883	0.20473	-0.0677005	0.109518	-0.00552258	-0.0749215	-0.0168988	0.0512885	-0.0813341	0.117172	0.071243	-0.0646421	0.0795276	-0.380279	-0.106355	0.0686682	-0.48029	0.162348	0.0301618	-0.0498986	0.0698819	-0.0262234	-0.0973743	-0.295413	0.0651213	0.0323195	0.00560714	-0.066995	-0.102662	0.130193	-0.114253	-0.0856682	-0.1211	-0.0907892	-0.090179	-0.0636439	0.116287	0.085856	0.0443523	-0.0214207	-0.0818484	-0.0102557	0.0625254	-0.343094	0.12475	-0.0999184
轴承	-0.00562713	-0.0516722	-0.0611837	0.00506135	0.0645875	-0.0253682	0.0760411	-0.0526665	-0.160318	0.0909115	0.101712	-0.0748614	0.0638334	-0.0486302	0.150164	0.065554	-0.104471	-0.196338	0.0622133	-0.0487453	0.105962	0.0231508	-0.0669562	0.0649183	-0.0590652	0.0934604	0.0627234	0.0740209	-0.0612415	-0.0842334	0.0902945	0.0952172	0.06775	-0.0489043	0.365763	0.0674044	0.233268	0.0844363	0.0671285	0.0704124	-0.0636936	-0.0458806	-0.0607149	0.0978697	0.0674467	-0.124586	-0.110598	0.0950384	-0.0422791	0.0638747
拥挤	0.21143	0.0186868	0.115624	-0.176016	-0.124991	0.205738	-0.0900431	0.110883	-0.0619653	-0.002931	-0.000408663	0.111102	-0.0952096	0.0517439	-0.0207949	-0.12876	-0.00425405	0.327548	-0.0401954	0.155685	0.0303944	-0.154838	0.119226	-0.124883	0.121767	-0.0751488	-0.0316553	-0.0417946	0.108015	0.103899	-0.406629	-0.0154023	-0.334673	0.046107	-0.0387938	-0.0450676	0.0962808	-0.010085	-0.0342851	-0.114377	-0.427319	0.125373	0.121939	-0.0968835	-0.03229	0.0570423	-0.0267835	-0.0823463	0.0364669	-0.0519805
怠速	-0.00273286	-0.056493	-0.0633467	0.0280278	0.0627875	-0.0164726	0.0708072	-0.0459549	-0.142333	0.0794184	0.106968	-0.0766991	0.0572283	-0.0474528	0.143306	0.0580904	-0.0560797	-0.0392747	0.43375	-0.0428814	0.111051	0.0328566	-0.0520463	0.0711263	-0.048909	0.0950618	0.0510695	0.074908	-0.0570333	-0.0811207	0.0823213	0.0749327	0.0631564	-0.0334905	0.0632585	0.0714383	0.429606	0.0760623	0.0642668	0.0740868	-0.0176241	-0.0446747	-0.06132	0.0947151	0.0668645	-0.100127	-0.0976436	0.0945739	-0.0421086	0.0687934
可爱	0.0559003	0.099179	0.0475336	0.251801	-0.0495077	-0.606129	-0.0708084	0.112424	-0.012819	-0.0931079	-0.0536892	0.0428429	-0.0738096	0.110107	0.065793	-0.0773585	0.0976638	-0.16455	-0.121524	0.0615633	-0.39535	0.186818	0.0588968	-0.0880018	0.0710601	-0.0561919	-0.0931313	-0.0977371	0.0783971	0.0417377	-0.0152729	-0.0922883	-0.10535	0.126962	-0.107932	-0.116074	0.167702	-0.0910663	-0.0919776	-0.0913446	0.137548	0.0831679	0.060475	-0.0366016	-0.0932948	-0.000737542	0.0671002	-0.0411757	0.143128	-0.0976449
封闭性	-0.00418609	-0.0423288	-0.0543082	0.028938	0.0738449	6.18814e-005	0.0678084	-0.0465531	-0.166279	0.0862565	0.123643	-0.0696689	0.0615981	-0.0616489	0.156528	0.0579998	-0.0710685	-0.250125	0.0594525	-0.0478489	0.10698	0.0291816	-0.0688327	0.0639184	-0.0593712	0.0870007	0.0695912	0.398453	-0.049303	-0.082363	0.0894264	0.0872933	0.0594038	-0.0471794	0.0486567	0.0612204	0.205362	0.0817269	0.0736668	0.0708095	-0.0493065	-0.0422876	-0.0602324	0.0980626	0.0771483	-0.118414	-0.111389	0.087601	-0.034513	0.0574817
准确	0.089524	0.104995	0.0670075	0.16767	-0.0408252	0.139895	-0.068665	0.0960105	-0.0465843	-0.0821197	-0.024132	0.0542085	-0.0761383	0.109906	-0.363991	-0.0666016	0.0886908	0.464546	-0.0994883	0.0732191	-0.0504431	0.215303	0.0613058	-0.0451238	0.0710669	-0.0418014	-0.0978893	-0.0851174	0.0707153	0.0334126	-0.0241991	-0.37652	-0.104423	0.124591	-0.106431	-0.0884533	0.135684	-0.0671881	-0.0899536	-0.0545395	0.148543	0.0802876	0.0542936	-0.0311751	-0.0947923	0.0180804	0.0557555	-0.0316045	0.12962	-0.10403
织物	-0.0319799	-0.0478134	-0.0726674	0.0359346	0.0751871	-0.00430686	0.0749129	-0.0593946	-0.180164	0.0997891	0.120568	-0.0737754	0.0728039	-0.0615243	0.140479	0.074629	-0.0921858	-0.190327	0.0718154	-0.0424264	0.104122	0.0333822	-0.0964271	0.0751087	-0.0732304	0.10038	0.0603146	0.0758064	-0.0719708	-0.094457	0.101772	0.0814435	0.0674857	-0.056369	0.0621106	0.0763331	0.53852	0.0855241	0.0812071	0.0770163	-0.0548423	-0.0649277	-0.0678218	0.101629	0.0906215	-0.118642	-0.0974499	0.109141	-0.0511315	0.0668173
过瘾	0.0910378	0.110242	0.0586779	0.184714	-0.0442671	0.135841	-0.064085	0.0884535	-0.0152867	-0.0859159	-0.044061	0.0496982	-0.0705607	0.125828	0.0622123	-0.0654997	0.0995965	-0.300647	-0.104492	0.0725572	-0.0645924	0.177285	0.349597	-0.0548824	0.0709915	-0.0306083	-0.103134	-0.0826516	0.065309	0.0303316	-0.30428	-0.0895599	-0.0970363	0.125417	-0.100105	-0.0879558	0.163213	-0.0829725	-0.0923281	-0.278668	0.192137	0.0881699	0.0586507	-0.444534	-0.0874567	0.00566345	0.0594128	-0.0254974	0.14702	-0.0982008
