_bad	0	0.176719	0.0772793	0.176528	-0.146209	-0.197231	-0.15192	-0.161636	0.163466	0.0773451	-0.0884311	-0.0737678	0.187221	-0.153322	0.0955034	-0.155247	-0.186761	0.0503688	0.0357767	-0.102252	0.206	-0.0807179	-0.167056	0.170275	-0.180537	0.180251	-0.164724	-0.0893679	-0.116098	0.176475	0.185474	-0.170367	-0.0947472	-0.089933	0.0936419	-0.0924359	-0.106276	-0.102438	-0.0885655	-0.106098	-0.181575	-0.162386	0.171109	0.18473	-0.18854	-0.0915819	0.168457	0.068782	-0.176072	0.0754051	-0.0969979
1	0.166152	0.0976596	0.179594	-0.133259	-0.190225	-0.134054	-0.165987	0.17693	0.0807695	-0.118649	-0.082375	0.183527	-0.166551	0.118289	0.0638255	-0.186326	0.0611229	0.0376595	-0.138446	0.200861	-0.101289	0.0553719	0.164457	-0.179376	0.18048	0.109829	-0.117192	-0.173651	-0.123331	0.185891	-0.162434	0.123101	-0.121589	-0.138016	0.153873	0.109823	-0.0811875	0.0971725	0.0971038	-0.185634	-0.122286	0.17302	0.18496	-0.18542	-0.12155	-0.111208	0.100091	-0.174713	0.114803	-0.131754
2	-0.110658	-0.147215	0.184346	-0.148963	0.125364	-0.149791	-0.177001	0.182613	-0.0464886	-0.104813	-0.081372	0.188723	-0.169285	0.1154	-0.158039	-0.189596	0.0575421	0.0423128	-0.116515	0.203272	-0.0936944	-0.0107177	0.170274	0.107626	0.183707	0.111756	-0.104599	-0.177297	0.180506	0.188442	0.0765628	0.137102	-0.11132	0.112411	-0.107876	0.112024	-0.108575	-0.0988824	-0.118789	-0.188375	-0.157953	0.181174	0.187134	-0.192344	-0.114782	0.17415	0.0825844	-0.180484	0.102572	-0.119916
3	0.179652	0.0754662	0.177786	-0.150699	-0.198373	-0.157321	-0.159609	0.163444	0.0795307	-0.0893351	-0.0769101	0.188883	-0.153102	0.100607	-0.159826	-0.186047	0.0473059	0.0325102	-0.10215	0.206265	-0.0816404	-0.164159	0.174182	-0.18306	0.178215	-0.161799	-0.0864872	-0.114844	0.178111	0.185915	-0.17053	-0.0969754	-0.0899619	0.0926627	-0.0891136	-0.103084	-0.102661	-0.0877911	-0.103058	-0.178435	-0.161273	0.173993	0.182088	-0.188199	-0.0870259	0.166599	0.0644452	-0.175366	0.0731833	-0.091009
4	-0.0885769	0.090924	-0.144552	-0.147503	-0.192266	-0.15021	-0.190182	0.197497	0.0733469	-0.124237	-0.0761741	0.190707	0.128032	0.124713	-0.156692	-0.190174	0.053897	0.032652	-0.144491	0.205405	-0.0879103	-0.152518	0.166922	-0.183431	0.183516	0.111511	-0.119881	0.135593	0.183967	-0.140718	-0.160509	-0.109226	-0.134417	0.133408	-0.115997	-0.142282	-0.0635092	-0.0946694	-0.130418	0.149471	-0.162889	-0.131903	-0.138415	0.12505	0.147429	0.174319	0.0777117	-0.177508	0.098097	-0.145601
5	0.165938	-0.139057	0.182518	-0.128738	0.127917	-0.136315	-0.180065	0.180478	0.0787083	-0.143437	-0.0796031	-0.123494	-0.181391	-0.137807	0.0766247	-0.187463	0.0596276	0.0345029	-0.141075	0.202395	-0.116043	-0.123724	-0.0995658	-0.183099	0.182245	0.108287	-0.136862	0.108931	0.17783	-0.137159	-0.151249	0.115667	-0.147247	-0.124377	-0.13307	-0.129837	-0.0995513	-0.120115	0.105695	0.129973	-0.138527	-0.106864	0.18503	-0.187121	-0.129054	0.170419	0.11507	-0.175866	0.137274	-0.171156
6	0.161248	0.144987	0.177424	0.0909284	-0.174012	-0.117462	0.142117	0.194176	0.0741594	0.0764371	0.110001	-0.149102	-0.179676	-0.129167	0.108403	0.145158	-0.0746438	0.0530702	0.0976457	-0.185888	-0.141918	0.110566	0.159628	0.14146	-0.139382	0.119203	0.133075	-0.193608	0.180463	0.183928	0.090562	-0.156435	-0.187774	0.181617	0.15362	0.113547	-0.101135	-0.14923	0.0918814	0.15085	0.0726004	0.187864	-0.155083	-0.172913	-0.166871	0.153262	-0.0919996	0.136849	-0.127994	0.0877482
7	0.163462	0.140601	0.180451	-0.132328	-0.185917	-0.140907	0.138176	-0.114946	0.0167846	-0.157286	-0.0757064	0.177114	0.094815	0.167088	-0.148856	-0.187545	0.0535357	0.0343762	-0.184489	0.166202	0.120614	-0.137609	-0.11776	-0.181598	-0.121348	0.105712	-0.157355	0.0699536	-0.12825	-0.138346	0.0918612	-0.156523	-0.191326	0.166935	0.163887	-0.178486	-0.0166701	-0.127322	-0.156207	0.139224	-0.105316	-0.128288	0.181461	-0.171133	0.128419	-0.108507	-0.0745084	-0.180087	-0.125482	-0.187126
8	0.160774	-0.129049	0.17974	-0.126417	-0.17582	-0.12122	-0.173734	-0.145584	0.0805845	-0.141362	-0.0909313	-0.126609	0.102095	0.158058	-0.125614	0.134709	-0.0954008	0.0379105	-0.15656	-0.171381	0.115875	0.099109	-0.102631	0.114998	0.181281	-0.174875	-0.153665	-0.186064	-0.122549	-0.147477	-0.147487	0.141314	-0.172749	0.153102	0.160908	0.114434	-0.105382	-0.126938	0.0959119	-0.184348	-0.103246	-0.127088	-0.134224	-0.179684	-0.133933	0.165124	-0.118144	-0.178747	0.141583	-0.171995
9	-0.119393	-0.128748	-0.135926	-0.102652	0.146181	-0.116001	0.144401	-0.132083	-0.0326773	0.0997357	-0.109736	-0.148745	0.0919651	-0.133506	-0.104884	0.153939	-0.117246	0.0382717	0.0983728	-0.185939	-0.146526	0.0962182	0.150853	-0.179497	0.186353	0.135992	-0.169752	-0.195394	0.174988	-0.162617	0.11097	0.128757	-0.188666	0.186649	0.1453	0.121806	-0.0945396	-0.145596	-0.186656	-0.186514	0.060176	-0.13697	-0.154504	-0.169106	-0.156669	0.153298	0.146249	-0.18154	-0.117417	0.111176
10	0.159951	-0.134555	-0.144934	-0.116253	0.13036	-0.125728	0.133573	0.193202	0.0951103	-0.160636	-0.101219	-0.135075	-0.186457	0.156328	-0.131115	0.142934	-0.0945732	0.0403136	-0.151139	0.189735	-0.130725	0.0605394	0.167204	0.126531	0.185423	0.106548	0.147338	0.103502	0.180218	0.188325	-0.152611	-0.1351	-0.187898	0.14759	-0.147633	0.0960739	0.0179701	0.108507	0.0952662	-0.186144	-0.0977433	0.182413	-0.141681	-0.185191	0.117087	0.171905	-0.0599794	0.130214	0.138281	-0.16676
11	-0.111949	-0.129369	-0.122948	-0.121832	0.136642	-0.119206	-0.170937	-0.132044	0.103338	-0.174549	-0.136829	-0.137001	-0.174232	0.186621	0.10269	0.149032	0.100693	0.0362785	-0.171797	-0.167783	0.0906547	0.0864725	0.164308	0.124763	-0.134228	0.118316	-0.171089	-0.196746	0.172626	-0.151613	0.106794	0.126969	-0.185866	-0.137607	-0.162189	-0.144799	-0.0869935	0.101408	-0.173725	-0.191358	-0.121605	-0.128659	-0.161423	0.114212	-0.136759	0.153106	-0.100642	-0.18007	-0.131966	0.137879
